elec_date,county_name,entity_description,race_number,race_description,race_party,tot_race_prec,race_prec_reporting,cand_number,cand_name,cand_party,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes
03/01/2016,CANADIAN,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,50,50,7,JEB BUSH,REP,20,3,74,97
03/01/2016,CANADIAN,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,50,50,8,CHRIS CHRISTIE,REP,3,2,21,26
03/01/2016,CANADIAN,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,50,50,9,MIKE HUCKABEE,REP,7,2,37,46
03/01/2016,CANADIAN,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,50,50,10,BEN CARSON,REP,41,37,1301,1379
03/01/2016,CANADIAN,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,50,50,11,LINDSEY GRAHAM,REP,1,0,8,9
03/01/2016,CANADIAN,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,50,50,12,JOHN R. KASICH,REP,14,25,570,609
03/01/2016,CANADIAN,"FEDERAL, STATE AND COUNTY",30004,COUNTY QUESTION,,50,50,1,FOR THE PROPOSITION - YES,,431,392,11793,12616
03/01/2016,CANADIAN,"FEDERAL, STATE AND COUNTY",30004,COUNTY QUESTION,,50,50,2,AGAINST THE PROPOSITION - NO,,396,530,17523,18449
03/01/2016,CARTER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,25,25,1,MICHAEL A. STEINBERG,DEM,2,8,104,114
03/01/2016,CARTER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,25,25,2,BERNIE SANDERS,DEM,26,83,2004,2113
03/01/2016,CARTER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,25,25,3,KEITH JUDD,DEM,4,2,91,97
03/01/2016,CARTER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,25,25,4,HILLARY CLINTON,DEM,39,60,1141,1240
03/01/2016,CARTER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,25,25,5,ROQUE ROCKY DE LA FUENTE,DEM,0,1,48,49
03/01/2016,CARTER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,25,25,6,MARTIN J. O'MALLEY,DEM,1,9,146,156
03/01/2016,CARTER,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,25,25,7,STAR LOCKE,DEM,1,5,65,71
03/01/2016,CARTER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,25,25,1,DONALD J. TRUMP,REP,34,69,1234,1337
03/01/2016,CARTER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,25,25,2,RAND PAUL,REP,1,0,26,27
03/01/2016,CARTER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,25,25,3,CARLY FIORINA,REP,1,0,4,5
03/01/2016,CARTER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,25,25,4,MARCO RUBIO,REP,6,65,651,722
03/01/2016,CARTER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,25,25,5,RICK SANTORUM,REP,0,0,3,3
03/01/2016,CARTER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,25,25,6,TED CRUZ,REP,12,63,1407,1482
03/01/2016,CARTER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,25,25,7,JEB BUSH,REP,3,3,15,21
03/01/2016,CARTER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,25,25,8,CHRIS CHRISTIE,REP,0,1,4,5
03/01/2016,CARTER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,25,25,9,MIKE HUCKABEE,REP,0,0,16,16
03/01/2016,CARTER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,25,25,10,BEN CARSON,REP,7,16,373,396
03/01/2016,CARTER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,25,25,11,LINDSEY GRAHAM,REP,0,0,3,3
03/01/2016,CARTER,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,25,25,12,JOHN R. KASICH,REP,3,15,128,146
03/01/2016,CHEROKEE,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,24,24,1,MICHAEL A. STEINBERG,DEM,2,6,62,70
03/01/2016,CHEROKEE,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,24,24,2,BERNIE SANDERS,DEM,29,264,2607,2900
03/01/2016,CHEROKEE,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,24,24,3,KEITH JUDD,DEM,1,5,64,70
03/01/2016,CHEROKEE,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,24,24,4,HILLARY CLINTON,DEM,27,231,1765,2023
03/01/2016,CHEROKEE,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,24,24,5,ROQUE ROCKY DE LA FUENTE,DEM,0,1,32,33
03/01/2016,CHEROKEE,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,24,24,6,MARTIN J. O'MALLEY,DEM,3,9,76,88
03/01/2016,CHEROKEE,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,24,24,7,STAR LOCKE,DEM,1,3,44,48
03/01/2016,CHEROKEE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,24,24,1,DONALD J. TRUMP,REP,24,96,801,921
03/01/2016,CHEROKEE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,24,24,2,RAND PAUL,REP,0,0,18,18
03/01/2016,CHEROKEE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,24,24,3,CARLY FIORINA,REP,0,0,4,4
03/01/2016,CHEROKEE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,24,24,4,MARCO RUBIO,REP,11,60,811,882
03/01/2016,CHEROKEE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,24,24,5,RICK SANTORUM,REP,0,0,0,0
03/01/2016,CHEROKEE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,24,24,6,TED CRUZ,REP,13,88,966,1067
03/01/2016,CHEROKEE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,24,24,7,JEB BUSH,REP,0,1,10,11
03/01/2016,CHEROKEE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,24,24,8,CHRIS CHRISTIE,REP,0,0,5,5
03/01/2016,CHEROKEE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,24,24,9,MIKE HUCKABEE,REP,0,0,26,26
03/01/2016,CHEROKEE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,24,24,10,BEN CARSON,REP,7,19,283,309
03/01/2016,CHEROKEE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,24,24,11,LINDSEY GRAHAM,REP,0,0,1,1
03/01/2016,CHEROKEE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,24,24,12,JOHN R. KASICH,REP,1,9,85,95
03/01/2016,CHOCTAW,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,17,17,1,MICHAEL A. STEINBERG,DEM,1,5,29,35
03/01/2016,CHOCTAW,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,17,17,2,BERNIE SANDERS,DEM,16,67,662,745
03/01/2016,CHOCTAW,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,17,17,3,KEITH JUDD,DEM,0,2,43,45
03/01/2016,CHOCTAW,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,17,17,4,HILLARY CLINTON,DEM,4,30,350,384
03/01/2016,CHOCTAW,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,17,17,5,ROQUE ROCKY DE LA FUENTE,DEM,0,0,20,20
03/01/2016,CHOCTAW,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,17,17,6,MARTIN J. O'MALLEY,DEM,6,7,52,65
03/01/2016,CHOCTAW,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,17,17,7,STAR LOCKE,DEM,0,1,27,28
03/01/2016,CHOCTAW,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,17,17,1,DONALD J. TRUMP,REP,10,26,271,307
03/01/2016,CHOCTAW,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,17,17,2,RAND PAUL,REP,0,1,3,4
03/01/2016,CHOCTAW,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,17,17,3,CARLY FIORINA,REP,0,0,0,0
03/01/2016,CHOCTAW,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,17,17,4,MARCO RUBIO,REP,1,18,59,78
03/01/2016,CHOCTAW,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,17,17,5,RICK SANTORUM,REP,0,0,0,0
03/01/2016,CHOCTAW,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,17,17,6,TED CRUZ,REP,2,32,200,234
03/01/2016,CHOCTAW,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,17,17,7,JEB BUSH,REP,0,0,2,2
03/01/2016,CHOCTAW,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,17,17,8,CHRIS CHRISTIE,REP,0,0,0,0
03/01/2016,CHOCTAW,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,17,17,9,MIKE HUCKABEE,REP,0,1,3,4
03/01/2016,CHOCTAW,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,17,17,10,BEN CARSON,REP,2,4,52,58
03/01/2016,CHOCTAW,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,17,17,11,LINDSEY GRAHAM,REP,0,0,0,0
03/01/2016,CHOCTAW,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,17,17,12,JOHN R. KASICH,REP,2,0,22,24
03/01/2016,CIMARRON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,6,6,1,MICHAEL A. STEINBERG,DEM,0,0,9,9
03/01/2016,CIMARRON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,6,6,2,BERNIE SANDERS,DEM,1,9,58,68
03/01/2016,CIMARRON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,6,6,3,KEITH JUDD,DEM,0,1,6,7
03/01/2016,CIMARRON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,6,6,4,HILLARY CLINTON,DEM,1,3,18,22
03/01/2016,CIMARRON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,6,6,5,ROQUE ROCKY DE LA FUENTE,DEM,0,0,3,3
03/01/2016,CIMARRON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,6,6,6,MARTIN J. O'MALLEY,DEM,0,1,9,10
03/01/2016,CIMARRON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,6,6,7,STAR LOCKE,DEM,0,1,6,7
03/01/2016,CIMARRON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,6,6,1,DONALD J. TRUMP,REP,5,19,100,124
03/01/2016,CIMARRON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,6,6,2,RAND PAUL,REP,1,1,6,8
03/01/2016,CIMARRON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,6,6,3,CARLY FIORINA,REP,0,0,0,0
03/01/2016,CIMARRON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,6,6,4,MARCO RUBIO,REP,4,18,45,67
03/01/2016,CIMARRON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,6,6,5,RICK SANTORUM,REP,0,0,1,1
03/01/2016,CIMARRON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,6,6,6,TED CRUZ,REP,5,25,174,204
03/01/2016,CIMARRON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,6,6,7,JEB BUSH,REP,0,0,2,2
03/01/2016,CIMARRON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,6,6,8,CHRIS CHRISTIE,REP,0,0,0,0
03/01/2016,CIMARRON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,6,6,9,MIKE HUCKABEE,REP,0,0,0,0
03/01/2016,CIMARRON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,6,6,10,BEN CARSON,REP,5,4,56,65
03/01/2016,CIMARRON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,6,6,11,LINDSEY GRAHAM,REP,0,0,0,0
03/01/2016,CIMARRON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,6,6,12,JOHN R. KASICH,REP,0,2,10,12
03/01/2016,CLEVELAND,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,83,83,1,MICHAEL A. STEINBERG,DEM,8,6,168,182
03/01/2016,CLEVELAND,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,83,83,2,BERNIE SANDERS,DEM,295,1024,15122,16441
03/01/2016,CLEVELAND,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,83,83,3,KEITH JUDD,DEM,5,7,159,171
03/01/2016,CLEVELAND,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,83,83,4,HILLARY CLINTON,DEM,378,788,9273,10439
03/01/2016,CLEVELAND,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,83,83,5,ROQUE ROCKY DE LA FUENTE,DEM,3,4,86,93
03/01/2016,CLEVELAND,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,83,83,6,MARTIN J. O'MALLEY,DEM,18,10,256,284
03/01/2016,CLEVELAND,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,83,83,7,STAR LOCKE,DEM,6,8,110,124
03/01/2016,CLEVELAND,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,83,83,1,DONALD J. TRUMP,REP,342,559,8497,9398
03/01/2016,CLEVELAND,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,83,83,2,RAND PAUL,REP,16,9,148,173
03/01/2016,CLEVELAND,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,83,83,3,CARLY FIORINA,REP,8,2,36,46
03/01/2016,CLEVELAND,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,83,83,4,MARCO RUBIO,REP,242,460,9404,10106
03/01/2016,CLEVELAND,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,83,83,5,RICK SANTORUM,REP,2,0,24,26
03/01/2016,CLEVELAND,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,83,83,6,TED CRUZ,REP,293,428,11614,12335
03/01/2016,CLEVELAND,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,83,83,7,JEB BUSH,REP,34,6,112,152
03/01/2016,CLEVELAND,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,83,83,8,CHRIS CHRISTIE,REP,13,1,32,46
03/01/2016,CLEVELAND,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,83,83,9,MIKE HUCKABEE,REP,2,0,66,68
03/01/2016,CLEVELAND,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,83,83,10,BEN CARSON,REP,58,73,1908,2039
03/01/2016,CLEVELAND,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,83,83,11,LINDSEY GRAHAM,REP,1,1,16,18
03/01/2016,CLEVELAND,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,83,83,12,JOHN R. KASICH,REP,56,96,1314,1466
03/01/2016,COAL,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,9,9,1,MICHAEL A. STEINBERG,DEM,2,0,16,18
03/01/2016,COAL,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,9,9,2,BERNIE SANDERS,DEM,8,32,416,456
03/01/2016,COAL,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,9,9,3,KEITH JUDD,DEM,2,1,24,27
03/01/2016,COAL,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,9,9,4,HILLARY CLINTON,DEM,2,12,123,137
03/01/2016,COAL,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,9,9,5,ROQUE ROCKY DE LA FUENTE,DEM,0,1,10,11
03/01/2016,COAL,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,9,9,6,MARTIN J. O'MALLEY,DEM,2,3,37,42
03/01/2016,COAL,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,9,9,7,STAR LOCKE,DEM,0,1,26,27
03/01/2016,COAL,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,1,DONALD J. TRUMP,REP,2,10,90,102
03/01/2016,COAL,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,2,RAND PAUL,REP,0,0,2,2
03/01/2016,COAL,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,3,CARLY FIORINA,REP,0,0,4,4
03/01/2016,COAL,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,4,MARCO RUBIO,REP,0,4,32,36
03/01/2016,COAL,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,5,RICK SANTORUM,REP,0,0,0,0
03/01/2016,COAL,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,6,TED CRUZ,REP,3,18,66,87
03/01/2016,COAL,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,7,JEB BUSH,REP,0,1,2,3
03/01/2016,COAL,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,8,CHRIS CHRISTIE,REP,0,0,2,2
03/01/2016,COAL,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,9,MIKE HUCKABEE,REP,0,0,0,0
03/01/2016,COAL,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,10,BEN CARSON,REP,1,2,15,18
03/01/2016,COAL,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,11,LINDSEY GRAHAM,REP,0,0,0,0
03/01/2016,COAL,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,12,JOHN R. KASICH,REP,0,1,3,4
03/01/2016,COMANCHE,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,39,39,1,MICHAEL A. STEINBERG,DEM,2,6,110,118
03/01/2016,COMANCHE,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,39,39,2,BERNIE SANDERS,DEM,56,290,3459,3805
03/01/2016,COMANCHE,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,39,39,3,KEITH JUDD,DEM,3,2,87,92
03/01/2016,COMANCHE,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,39,39,4,HILLARY CLINTON,DEM,62,382,3079,3523
03/01/2016,COMANCHE,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,39,39,5,ROQUE ROCKY DE LA FUENTE,DEM,1,2,59,62
03/01/2016,COMANCHE,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,39,39,6,MARTIN J. O'MALLEY,DEM,5,10,148,163
03/01/2016,COMANCHE,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,39,39,7,STAR LOCKE,DEM,1,8,78,87
03/01/2016,COMANCHE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,39,39,1,DONALD J. TRUMP,REP,54,328,1996,2378
03/01/2016,COMANCHE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,39,39,2,RAND PAUL,REP,0,2,29,31
03/01/2016,COMANCHE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,39,39,3,CARLY FIORINA,REP,1,0,7,8
03/01/2016,COMANCHE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,39,39,4,MARCO RUBIO,REP,44,211,1163,1418
03/01/2016,COMANCHE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,39,39,5,RICK SANTORUM,REP,0,2,5,7
03/01/2016,COMANCHE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,39,39,6,TED CRUZ,REP,47,177,3199,3423
03/01/2016,COMANCHE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,39,39,7,JEB BUSH,REP,5,6,39,50
03/01/2016,COMANCHE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,39,39,8,CHRIS CHRISTIE,REP,2,0,9,11
03/01/2016,COMANCHE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,39,39,9,MIKE HUCKABEE,REP,1,1,26,28
03/01/2016,COMANCHE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,39,39,10,BEN CARSON,REP,8,51,460,519
03/01/2016,COMANCHE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,39,39,11,LINDSEY GRAHAM,REP,0,1,4,5
03/01/2016,COMANCHE,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,39,39,12,JOHN R. KASICH,REP,8,40,269,317
03/01/2016,COTTON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,9,9,1,MICHAEL A. STEINBERG,DEM,0,2,21,23
03/01/2016,COTTON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,9,9,2,BERNIE SANDERS,DEM,10,40,338,388
03/01/2016,COTTON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,9,9,3,KEITH JUDD,DEM,0,1,13,14
03/01/2016,COTTON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,9,9,4,HILLARY CLINTON,DEM,8,17,179,204
03/01/2016,COTTON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,9,9,5,ROQUE ROCKY DE LA FUENTE,DEM,0,1,14,15
03/01/2016,COTTON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,9,9,6,MARTIN J. O'MALLEY,DEM,1,0,30,31
03/01/2016,COTTON,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,9,9,7,STAR LOCKE,DEM,0,0,13,13
03/01/2016,COTTON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,1,DONALD J. TRUMP,REP,8,8,128,144
03/01/2016,COTTON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,2,RAND PAUL,REP,0,0,4,4
03/01/2016,COTTON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,3,CARLY FIORINA,REP,0,0,0,0
03/01/2016,COTTON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,4,MARCO RUBIO,REP,1,8,67,76
03/01/2016,COTTON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,5,RICK SANTORUM,REP,0,0,1,1
03/01/2016,COTTON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,6,TED CRUZ,REP,7,27,283,317
03/01/2016,COTTON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,7,JEB BUSH,REP,0,0,0,0
03/01/2016,COTTON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,8,CHRIS CHRISTIE,REP,0,0,2,2
03/01/2016,COTTON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,9,MIKE HUCKABEE,REP,0,0,4,4
03/01/2016,COTTON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,10,BEN CARSON,REP,0,4,41,45
03/01/2016,COTTON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,11,LINDSEY GRAHAM,REP,0,0,0,0
03/01/2016,COTTON,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,9,9,12,JOHN R. KASICH,REP,0,0,12,12
03/01/2016,CRAIG,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,12,12,1,MICHAEL A. STEINBERG,DEM,1,2,31,34
03/01/2016,CRAIG,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,12,12,2,BERNIE SANDERS,DEM,7,39,880,926
03/01/2016,CRAIG,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,12,12,3,KEITH JUDD,DEM,0,0,34,34
03/01/2016,CRAIG,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,12,12,4,HILLARY CLINTON,DEM,13,29,567,609
03/01/2016,CRAIG,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,12,12,5,ROQUE ROCKY DE LA FUENTE,DEM,0,0,10,10
03/01/2016,CRAIG,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,12,12,6,MARTIN J. O'MALLEY,DEM,4,0,57,61
03/01/2016,CRAIG,"FEDERAL, STATE AND COUNTY",11001,FOR PRESIDENT,DEM,12,12,7,STAR LOCKE,DEM,1,0,25,26
03/01/2016,CRAIG,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,12,12,1,DONALD J. TRUMP,REP,14,23,382,419
03/01/2016,CRAIG,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,12,12,2,RAND PAUL,REP,0,0,1,1
03/01/2016,CRAIG,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,12,12,3,CARLY FIORINA,REP,0,0,0,0
03/01/2016,CRAIG,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,12,12,4,MARCO RUBIO,REP,4,12,214,230
03/01/2016,CRAIG,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,12,12,5,RICK SANTORUM,REP,0,0,0,0
03/01/2016,CRAIG,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,12,12,6,TED CRUZ,REP,9,18,388,415
03/01/2016,CRAIG,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,12,12,7,JEB BUSH,REP,0,0,2,2
03/01/2016,CRAIG,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,12,12,8,CHRIS CHRISTIE,REP,0,0,0,0
03/01/2016,CRAIG,"FEDERAL, STATE AND COUNTY",12001,FOR PRESIDENT,REP,12,12,9,MIKE HUCKABEE,REP,0,0,4,4
